Date,St(J/m2),N2_max(1/s2),log10_Rib,St_24h,N2_max_24h,log10_Rib_med24h
2024-01-02 00:00:00,0.0065026151585128,7.197975427116859e-05,2.189402265008824,0.006769263608005153,5.6793949977230665e-05,1.7344020319892455
2024-01-02 01:00:00,-0.00035913671413693337,2.8803088302670946e-05,1.532255688360661,0.006662637535264782,5.514032689581271e-05,1.7344020319892455
2024-01-02 02:00:00,-0.0038957352538776997,7.788208475569262e-06,0.0529257180640349,0.006308032391756668,5.309239265547211e-05,1.6297921740923509
2024-01-02 03:00:00,-0.0017882655829417362,3.435898799333427e-06,0.9016342167344927,0.005844478624709406,4.9200972942845644e-05,1.5742060514255143
2024-01-02 04:00:00,-0.00037533603601485,2.419482110765982e-06,1.74147540415445,0.005313513540072093,4.563268525134854e-05,1.6788159093224089
2024-01-02 05:00:00,-0.0005466956352232303,2.446994559497588e-06,,0.004648559755047233,4.108774909884053e-05,1.5742060514255143
2024-01-02 06:00:00,0.0006280735422930166,4.409332675472715e-06,1.2827020310356194,0.003893755514748577,3.663435969592716e-05,1.532255688360661
2024-01-02 07:00:00,-0.00010035543135442533,4.011413068526469e-06,,0.003188331668845182,3.234371938508684e-05,1.4711770094359689
2024-01-02 08:00:00,-3.449169565429145e-05,3.259864924255391e-06,0.318693091948094,0.0025592256266183566,2.822782104293655e-05,1.412815123242841
2024-01-02 09:00:00,0.0015473492671778959,9.163509444555823e-06,1.1564383413136479,0.001985746194809035,2.3945476398621183e-05,1.412815123242841
2024-01-02 10:00:00,0.0030949972661526663,1.1620414159800463e-05,1.4711770094359689,0.0014260092007367675,2.0081639755490604e-05,1.3544532370497133
2024-01-02 11:00:00,0.00390589520376945,1.2732869877558966e-05,1.9694385094792988,0.0008184931240769775,1.6001669924317194e-05,1.3544532370497133
2024-01-02 12:00:00,0.00311533793375755,1.1937721473803746e-05,1.2924433626520961,0.00027739415947090396,1.1179484573475186e-05,1.2924433626520961
2024-01-02 13:00:00,0.0018190303488005999,2.0938296057651073e-05,1.3544532370497133,1.0173630028927851e-05,8.315377638220419e-06,1.2827020310356194
2024-01-02 14:00:00,0.0019217335021722833,1.210640015247502e-05,1.6161564144903677,4.230823887779081e-05,7.2908192628153975e-06,1.2703218800156804
2024-01-02 15:00:00,0.0006903846749298667,2.2578921604081688e-05,2.052477799249433,0.0002642938866988373,7.218234755574963e-06,1.2703218800156804
2024-01-02 16:00:00,0.00185177324219945,1.1841104525524303e-05,1.2703218800156804,0.00035653600569914923,7.283352448886405e-06,1.2703218800156804
2024-01-02 17:00:00,-0.0031771428555519335,2.568563258812452e-06,,0.0004429386230296208,7.499031351256667e-06,1.1564383413136479
2024-01-02 18:00:00,-0.0027480113033516336,8.786680072148988e-06,0.2544424560168295,0.0005955848684041303,7.833384052192617e-06,1.1402915392410649
2024-01-02 19:00:00,-0.0016265517394163668,2.3273937606325902e-06,,0.0006761564398612374,8.155918460607255e-06,1.088262771214774
2024-01-02 20:00:00,-0.0012101515648999998,3.2713408938812026e-06,,0.0006712535704651092,8.165997648675933e-06,1.0523808052610666
2024-01-02 21:00:00,-0.0005208601163908666,5.090354415756198e-06,,0.0006240822209605199,8.248176661661197e-06,1.0523808052610666
2024-01-02 22:00:00,-0.0025324231403925,1.6156899314368567e-06,,0.0006748204967279451,8.546386105849859e-06,0.6510370370309323
